Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
D41A,1/25/2006,7:05,,NA,"overcast, cool",NA,NA,NA,NA,NA,0.8,0.27,NA,NA,0.08,NA,NA,NA,3660,0.36,NA,NA,0.2,NA,0.05,0.07,15.2,6396,9,2,0.3,10.6,56,NA,NA,11519,9.8,NA,10.5,14,NA,NA,NA,NA,NA,NA,NA
D41A,2/23/2006,8:00,,NA,"cool, clear, winds 8-10 mph",NA,NA,NA,NA,NA,1.87,0.4,NA,NA,0.06,NA,NA,NA,7920,0.3,NA,NA,0.2,NA,0.05,0.06,11.3,14280,11,2,0.3,10,78,NA,NA,23709,8.4,NA,10.9,11.3,NA,NA,NA,NA,NA,NA,NA
D41A,3/24/2006,6:30,,NA,"overcast, cool, light rain",NA,NA,NA,NA,NA,3.45,0.75,NA,NA,0.06,NA,NA,NA,2940,0.27,NA,NA,0.2,NA,0.04,0.07,14.1,5372,19,3,0.3,9.8,36,NA,NA,9588,10,NA,12.1,20.1,NA,NA,NA,NA,NA,NA,NA
D41A,4/25/2006,9:00,,WT and EC measured w/vertical seabird.,Mostly cloudy and cool w/light winds.,NA,NA,NA,NA,NA,3.61,3.58,NA,NA,0.05,NA,NA,NA,2360,0.19,NA,NA,0.2,NA,0.05,0.15,14.5,4348,123,15,0.4,9.4,20,NA,NA,7550,9.1,NA,14.5,64.7,NA,NA,NA,NA,NA,NA,NA
D41A,5/23/2006,9:00,,NA,Mostly cloudy and cool with a light breeze,NA,NA,NA,NA,NA,2.61,2.34,NA,NA,0.06,NA,NA,NA,5670,0.21,NA,NA,0.2,NA,0.05,0.12,10.6,10300,51,1,0.3,9.6,30,NA,NA,16504,8,NA,17.5,33.8,NA,NA,NA,NA,NA,NA,NA
D41A,6/23/2006,10:40,,"Dissolved oxygen taken from horizontal seabird""""",mostly sunny and warm with light winds,NA,NA,NA,NA,NA,10.4,1.98,NA,NA,0.04,NA,NA,NA,3560,0.21,NA,NA,0.2,NA,0.06,0.14,9.1,13020,58,7,0.5,8.3,20,NA,NA,21429,8.5,NA,20.9,31.3,NA,NA,NA,NA,NA,NA,NA
D41A,7/19/2006,7:45,,NA,"warm, overcast, slight breeze",NA,NA,NA,NA,NA,4.23,1.71,NA,NA,0.07,NA,NA,NA,11100,0.3,NA,NA,0.1,NA,0.07,0.14,8.5,19380,38,4,0.4,8.3,40,NA,NA,30760,7.7,NA,20.7,22.3,NA,NA,NA,NA,NA,NA,NA
D41A,8/17/2006,9:05,,NA,NA,NA,NA,NA,NA,NA,1.64,2.45,NA,NA,0.09,NA,NA,NA,12700,0.29,NA,NA,0.1,NA,0.08,0.13,6.7,24580,47,9,0.4,7.1,32,NA,NA,34995,7.7,NA,19.5,15.6,NA,NA,NA,NA,NA,NA,NA
D41A,9/15/2006,8:35,,NA,mostly sunny and cool with strong winds,NA,32.2,NA,NA,NA,2.92,2.3,NA,NA,0.09,NA,NA,NA,9820,0.35,NA,NA,0.2,NA,0.09,0.17,7.7,22520,74,16,0.6,7.4,20,NA,NA,35488,7.9,NA,18.1,2.5,NA,NA,NA,NA,NA,NA,NA
D41A,10/17/2006,9:35,,NA,"Mostly sunny and warm with light winds""""",NA,NA,NA,NA,NA,2.88,1.09,NA,NA,0.07,NA,NA,NA,13000,0.36,NA,NA,0.1,NA,0.08,0.13,8,23480,40,4,0.3,8.2,32,NA,NA,36563,8.2,NA,16.6,15.4,NA,NA,NA,NA,NA,NA,NA
D41A,11/15/2006,9:40,,NA,Mostly sunny and warm with light winds.,NA,NA,NA,NA,NA,1.54,0.97,NA,NA,0.1,NA,NA,NA,12500,0.36,NA,NA,0.2,NA,0.08,0.13,6.6,22200,48,13,0.4,8.1,40,NA,NA,35471,8.4,NA,15.1,18,NA,NA,NA,NA,NA,NA,NA
D41A,12/13/2006,8:00,,NA,overcast and cool with medium winds,NA,NA,NA,NA,NA,1.06,0.56,NA,NA,0.14,NA,NA,NA,11300,0.43,NA,NA,0.2,NA,0.05,0.1,8,19800,20,2,0.4,7.3,52,NA,NA,32691,9.1,NA,12.2,9.4,NA,NA,NA,NA,NA,NA,NA
D41A,1/17/2007,9:55,,NA,Mostly sunny and cool with light winds,NA,NA,NA,NA,NA,1.2,0.81,NA,NA,0.12,NA,NA,NA,12400,0.42,NA,NA,0.4,NA,0.04,0.08,7.5,21890,16,2,0.5,8,56,NA,NA,36407,9.5,NA,8.6,7.6,NA,NA,NA,NA,NA,NA,NA
D41A,2/15/2007,9:50,,NA,Mostly sunny and warm,NA,NA,NA,NA,NA,1.97,1.48,NA,NA,0.15,NA,NA,NA,8810,0.53,NA,NA,0.6,NA,0.05,0.09,10.4,16180,14,2,0.6,8.5,60,NA,NA,26710,9.4,NA,11.6,5.3,NA,NA,NA,NA,NA,NA,NA
D41A,3/14/2007,8:15,,NA,Mostly sunny and cool with light winds,NA,NA,NA,NA,NA,5.77,3.2,NA,NA,0.05,NA,NA,NA,10500,0.44,NA,NA,0.3,NA,0.05,0.07,8.6,18980,19,5,0.4,7.9,60,NA,NA,30197,9.1,NA,14,6.8,NA,NA,NA,NA,NA,NA,NA
D41A,4/13/2007,8:15,,NA,Moslty sunny and cool with a light breeze.,NA,NA,NA,NA,NA,2.7,1.88,NA,NA,0.07,NA,NA,NA,10500,0.44,NA,NA,0.3,NA,0.06,0.11,8.4,19240,38,11,0.4,9.1,48,NA,NA,31260,8.6,NA,14.7,13.9,NA,NA,NA,NA,NA,NA,NA
D41A,5/11/2007,6:55,,NA,Overcast and cool with light winds,NA,NA,NA,NA,NA,2.83,1.83,NA,NA,0.08,NA,NA,NA,11300,0.48,NA,NA,0.1,NA,0.06,0.11,7.5,20100,30,ND,0.4,8.8,40,NA,NA,32151,7.9,NA,17.3,17.1,NA,NA,NA,NA,NA,NA,NA
D41A,6/12/2007,10:10,,NA,"clear, cool, breezy",NA,NA,NA,NA,NA,3.09,2.02,NA,NA,0.05,NA,NA,NA,11400,0.45,NA,NA,0.2,NA,0.07,0.16,7.9,20020,86,17,0.5,8.3,28,NA,NA,31969,8.2,NA,18.8,30.4,NA,NA,NA,NA,NA,NA,NA
D41A,7/24/2007,7:40,,NA,Mostly cloudy and cool with medium winds.,NA,NA,NA,NA,NA,7.8,4.99,NA,NA,0.02,NA,NA,NA,13200,0.39,NA,NA,0.3,NA,0.08,0.12,6.8,23420,60,10,0.5,7.3,50,NA,NA,37030,7.7,NA,21.4,23.6,NA,NA,NA,NA,NA,NA,NA
D41A,8/22/2007,10:00,,NA,Mostly sunny and warm with light winds.,NA,NA,NA,NA,NA,4.43,2.33,NA,NA,0.02,NA,NA,NA,13800,0.4,NA,NA,0.3,NA,0.07,0.11,6.9,24920,18,3,0.4,6.5,76,NA,NA,38527,8.5,NA,21,15.9,NA,NA,NA,NA,NA,NA,NA
D41A,9/21/2007,10:00,,NA,mostly sunny and warm with a light breeze.,NA,NA,NA,NA,NA,1.25,0.75,NA,NA,0.04,NA,NA,NA,13100,0.35,NA,NA,0.3,NA,0.08,0.11,7.4,24440,2,1,0.4,7.6,78,NA,NA,37550,8.4,NA,18.9,30,NA,NA,NA,NA,NA,NA,NA
D41A,10/19/2007,8:50,,NA,Overcast and cool with light to medium winds,NA,NA,NA,NA,NA,6.41,2.49,NA,NA,0.02,NA,NA,NA,14000,0.26,NA,NA,0.2,NA,0.07,0.12,9.2,24280,47,11,0.4,7.7,52,NA,NA,38249,8.2,NA,16.5,5.9,NA,NA,NA,NA,NA,NA,NA
D41A,11/19/2007,8:45,,NA,overcast and cool with light winds,NA,NA,NA,NA,NA,3.39,1.28,NA,NA,0.07,NA,NA,NA,13000,0.45,NA,NA,0.2,NA,0.06,0.11,7.1,23700,19,6,0.4,8,54,NA,NA,36931,8.1,NA,15.4,8,NA,NA,NA,NA,NA,NA,NA
D41A,12/19/2007,8:30,,NA,foggy and cool,NA,NA,NA,NA,NA,2.98,1.21,NA,NA,0.1,NA,NA,NA,13000,0.51,NA,NA,0.2,NA,0.06,0.1,7.9,23420,19,7,0.4,9,72,NA,NA,37162,9.5,NA,10.9,5.8,NA,NA,NA,NA,NA,NA,NA
D41A,1/18/2008,7:20,,NA,Mostly sunny and cool with light winds,NA,NA,NA,NA,NA,1.42,0.46,NA,NA,0.19,NA,NA,NA,10100,0.54,NA,NA,0.7,NA,0.06,0.1,10.4,18140,14,3,0.8,9.4,80,NA,NA,29424,8.9,NA,9.5,11.6,NA,NA,NA,NA,NA,NA,NA
D41A,2/20/2008,10:50,,NA,Mostly sunny and warm with no wind,NA,NA,NA,NA,NA,2.39,0.74,NA,NA,0.11,NA,NA,NA,9120,0.54,NA,NA,0.4,NA,0.07,0.09,11,15960,28,3,0.6,11.9,58,NA,NA,26515,9.4,NA,11.3,14.8,NA,NA,NA,NA,NA,NA,NA
D41A,3/18/2008,8:30,,DO probe not working properly on the vertical seabird.  EC values were varible due to vertical mixing in the water column.,Partly cloudy and  warm with light winds,NA,NA,NA,NA,NA,1.89,0.42,NA,NA,0.1,NA,NA,NA,7650,0.49,NA,NA,0.3,NA,0.06,0.08,10,14530,7,2,0.4,10.1,60,NA,NA,24605,9.2,NA,13.1,8.8,NA,NA,NA,NA,NA,NA,NA
D41A,4/16/2008,8:25,,100s of jellyfish observed in zooplankton net,Mostly sunny and cool with light to medium winds,NA,NA,NA,NA,NA,4.8,1.04,NA,NA,0.06,NA,NA,NA,12800,0.34,NA,NA,0.2,NA,0.05,0.09,6.8,21640,30,4,0.4,9.8,76,NA,NA,34843,8.8,NA,13.7,8.4,NA,NA,NA,NA,NA,NA,NA
D41A,5/14/2008,8:25,,NA,Mostly sunny and cool with light winds,NA,10,NA,NA,NA,2.9,0.65,NA,NA,0.11,NA,NA,NA,11900,0.38,NA,NA,0.3,NA,0.08,0.1,7.4,20620,19,2,0.5,7.5,64,NA,NA,32773,7.9,NA,17,10.4,NA,NA,NA,NA,NA,NA,NA
D41A,6/13/2008,8:30,,NA,Mostly sunny and warm with light winds.,NA,NA,NA,NA,NA,8.12,3.1,NA,NA,0.02,NA,NA,NA,12500,0.35,NA,NA,0.3,NA,0.05,0.09,7.1,22200,17,6,0.5,9.8,92,NA,NA,34448,8.8,NA,20.5,4.3,NA,NA,NA,NA,NA,NA,NA
D41A,7/11/2008,6:55,,NA,cloudy and cool with medium winds,NA,18,NA,NA,NA,4.05,2.54,NA,NA,0.04,NA,NA,NA,13400,0.5,NA,NA,0.3,NA,0.08,0.16,7.3,23800,124,31,0.6,9.9,22,NA,NA,37220,7.9,NA,20.4,27.5,NA,NA,NA,NA,NA,NA,NA
D41A,8/13/2008,10:00,,NA,mostly sunny and clear with light to medium winds,NA,NA,NA,NA,NA,4.14,1.33,NA,NA,0.03,NA,NA,NA,14260,0.49,NA,NA,0.4,NA,0.08,0.13,8.1,26160,37,9,0.6,9.8,50,NA,NA,39929,7.5,NA,19.8,14.4,NA,NA,NA,NA,NA,NA,NA
D41A,9/9/2008,10:00,,NA,Sunny and cool with medium winds,NA,NA,NA,NA,NA,21.57,2.72,NA,NA,0.02,NA,NA,NA,14100,0.18,NA,NA,0.3,NA,0.05,0.11,8,24940,44,10,0.5,7.2,40,NA,NA,39903,8.4,NA,21.1,14.5,NA,NA,NA,NA,NA,NA,NA
D41A,10/8/2008,9:10,,NA,Mostly sunny and warm with a light breeze,NA,NA,NA,NA,NA,3.57,1.94,NA,NA,0.02,NA,NA,NA,14100,0.3,NA,NA,0.3,NA,0.08,0.13,8.1,25340,64,19,0.5,6,76,NA,NA,38839,7.8,NA,19.5,14.8,NA,NA,NA,NA,NA,NA,NA
D41A,11/21/2008,7:15,,NA,mostly sunny and cool with light winds,NA,NA,NA,NA,NA,2.25,0.59,NA,NA,0.1,NA,NA,NA,13800,0.45,NA,NA,0.2,NA,0.08,0.11,6.8,25140,32,6,0.4,7.8,72,NA,NA,37676,7.8,NA,14.7,12.3,NA,NA,NA,NA,NA,NA,NA
D41A,12/9/2008,9:10,,NA,NA,NA,NA,NA,NA,NA,1.89,0.34,NA,NA,0.1,NA,NA,NA,13500,0.48,NA,NA,0.3,NA,0.08,0.09,6.3,24100,19,6,0.5,8.9,88,NA,NA,38404,8.5,NA,11.9,7.6,NA,NA,NA,NA,NA,NA,NA
D41A,1/21/2009,9:20,,NA,Mostly cloudy and cool,NA,NA,NA,NA,NA,1.66,0.07,NA,NA,0.13,NA,NA,NA,13300,0.52,NA,NA,0.3,NA,0.08,0.1,8.6,23460,17,6,0.5,8.6,96,NA,NA,37750,9.1,NA,10.6,6.9,NA,NA,NA,NA,NA,NA,NA
D41A,2/23/2009,10:10,,NA,Cloudy and cool with heavy rain,NA,NA,NA,NA,NA,1.67,0.56,NA,NA,0.11,NA,NA,NA,8850,0.59,NA,NA,0.4,NA,0.07,0.1,10.1,15860,36,7,0.7,11.9,60,NA,NA,26320,9,NA,12,16.3,7.85,NA,NA,NA,NA,NA,NA
D41A,3/24/2009,10:25,,NA,Sunny and Cool with Light Winds,NA,NA,NA,NA,NA,7.05,0.8,NA,NA,0.06,NA,NA,NA,9260,0.35,NA,NA,0.3,NA,0.1,0.11,9.7,17120,16,5,0.6,7.2,80,NA,NA,28740,9.2,NA,13.1,9.2,8.04,NA,NA,NA,NA,NA,NA
D41A,4/21/2009,7:35,,NA,Partly cloudy and warm with calm conditions,NA,NA,NA,NA,NA,4.37,0.87,NA,NA,0.03,NA,NA,NA,9800,0.4,NA,NA,0.3,NA,0.09,0.11,9,17800,22,8,0.3,9,80,NA,NA,28451,8.5,NA,16.9,7.3,7.92,NA,NA,NA,NA,NA,NA
D41A,5/20/2009,9:35,,NA,Mostly sunny and cool with light winds.,NA,NA,NA,NA,NA,2.61,1.95,NA,NA,0.04,NA,NA,NA,10000,0.42,NA,NA,0.3,NA,0.07,0.11,9.3,18040,42,9,0.4,7,56,NA,NA,28407,7.8,NA,18.2,17.2,7.88,NA,NA,NA,NA,NA,NA
D41A,6/19/2009,10:10,,NA,Mostly sunny and warm with light winds,NA,NA,NA,NA,NA,4.13,1.12,NA,NA,0.01,NA,NA,NA,11200,0.39,NA,NA,0.2,NA,0.07,0.13,8.1,20780,24,6,0.5,5.8,56,NA,NA,32690,7.8,NA,20.2,12.6,7.94,NA,NA,NA,NA,NA,NA
D41A,7/17/2009,9:10,,NA,sunny and warm with a light breeze,NA,NA,NA,NA,NA,5.18,0.84,NA,NA,0.01,NA,NA,NA,12200,0.13,NA,NA,0.3,NA,0.05,0.1,7.6,22500,25,4,0.4,6.2,84,NA,NA,34384,7.3,NA,21.2,7.2,8.31,NA,NA,NA,NA,NA,NA
D41A,8/18/2009,11:25,,NA,mostly sunny and warm with light winds,NA,NA,NA,NA,NA,4.57,1.8,NA,NA,0.03,NA,NA,NA,13900,0.24,NA,NA,0.2,NA,0.04,0.15,7.1,23800,73,16,0.5,7.6,56,NA,NA,37815,7.2,NA,20.2,13.7,8.02,NA,NA,NA,NA,NA,NA
D41A,9/15/2009,9:50,,YSI 6600 used to measure fluorescence and pH,Mostly sunny and warm with light winds,NA,NA,NA,NA,NA,2.96,0.9,NA,NA,0.03,NA,NA,NA,14900,0.25,NA,NA,0.3,NA,0.08,0.12,8.1,25600,25,6,0.4,7.9,60,NA,NA,39533,6.7,NA,20.4,11.5,7.9,NA,NA,NA,NA,NA,NA
D41A,10/13/2009,9:40,,no secchi data due to rough seas,cloudy and windy with rough seas and strong winds of 47-50 mph,NA,NA,NA,NA,NA,3.63,2.87,NA,NA,0.08,NA,NA,NA,14100,0.34,NA,NA,0.3,NA,0.08,0.21,8.3,19700,147,33,0.6,9.6,NA,NA,NA,39068,7.5,NA,16.2,44.5,7.92,NA,NA,NA,NA,NA,NA
D41A,11/10/2009,8:20,,NA,mostly cloudy and cool,NA,NA,NA,NA,NA,2.21,0.86,NA,NA,0.1,NA,NA,NA,13800,0.37,NA,NA,0.3,NA,0.08,0.11,6.4,25380,22,3,0.4,7.7,72,NA,NA,37415,7.5,NA,15.5,9.3,7.98,NA,NA,NA,NA,NA,NA
D41A,12/14/2009,10:00,,NA,Foggy and cool with light winds,NA,NA,NA,NA,NA,1.37,1.23,NA,NA,0.13,NA,NA,NA,13500,0.44,NA,NA,0.4,NA,0.07,0.12,9.7,23700,45,10,0.6,9.4,64,NA,NA,38601,8.7,NA,10.2,14.7,7.88,NA,NA,NA,NA,NA,NA
D41A,1/12/2010,9:05,,NA,mostly cloudy and cool with medium winds,NA,14,NA,NA,NA,1.54,1.71,NA,NA,0.15,NA,NA,NA,13000,0.44,NA,NA,0.3,NA,0.06,0.14,7.3,23160,65,20,0.6,9.2,36,NA,NA,37054,9.2,NA,10,24.4,7.9,NA,NA,NA,NA,NA,NA
D41A,2/10/2010,8:50,,NA,Mostly cloudy/cool/light breeze,NA,NA,NA,NA,NA,0.78,0.27,NA,NA,0.13,NA,NA,NA,6120,0.42,NA,NA,0.3,NA,0.06,0.08,12.7,10970,10,2,0.5,6.9,50,NA,NA,19661,9.2,NA,11.3,12.5,7.73,NA,NA,NA,NA,NA,NA
D41A,3/12/2010,8:40,,NA,cloudy and cool w/ light rain w/ light winds,NA,11.5,NA,NA,NA,1.73,1.01,NA,NA,0.1,NA,NA,NA,6510,0.42,NA,NA,0.5,NA,0.07,0.11,12.9,12430,46,13,0.7,7.4,48,NA,NA,20477,9,NA,12.7,17,8,NA,NA,NA,NA,NA,NA
D41A,4/9/2010,9:00,,NA,Mostly Sunny & Warm w/light winds,NA,NA,NA,NA,NA,1.41,0.38,NA,NA,0.07,NA,NA,NA,9580,0.39,NA,NA,0.3,NA,0.07,0.09,9.7,17260,13,3,0.4,7.5,80,NA,NA,28022,8.5,NA,14.5,5.1,8,NA,NA,NA,NA,NA,NA
D41A,5/11/2010,10:05,,NA,Mostly Sunny & cool w/ calm conditions,NA,NA,NA,NA,NA,4.13,1.72,NA,NA,0.05,NA,NA,NA,9580,0.33,NA,NA,0.2,NA,0.06,0.11,7.2,17020,39,9,0.4,6,48,NA,NA,28245,8.4,NA,14.9,21.3,7.76,NA,NA,NA,NA,NA,NA
D41A,6/8/2010,9:45,,NA,mostly sunny and cool,NA,15,NA,NA,NA,3.1,2.07,NA,NA,0.04,NA,NA,NA,9340,0.32,NA,NA,0.2,NA,0.06,0.13,7.8,17260,73,15,0.4,17.9,36,NA,NA,27523,8,NA,19.3,32.2,7.78,NA,NA,NA,NA,NA,NA
D41A,7/8/2010,9:50,,NA,overcast and warm w/ light winds (8-9 mph),NA,NA,NA,NA,NA,1.93,1.02,NA,NA,0.08,NA,NA,NA,11300,0.38,NA,NA,0.2,NA,0.09,0.18,7,20100,76,19,0.4,6.4,32,NA,NA,31704,7.5,NA,19.1,27.4,7.77,NA,NA,NA,NA,NA,NA
D41A,8/6/2010,9:35,,NA,"partly cloudy, cool.  winds 10-15 mph",NA,NA,NA,NA,NA,1.73,1.96,NA,NA,0.09,NA,NA,NA,12000,0.38,NA,NA,0.2,NA,0.1,0.23,8.2,22380,149,31,0.6,10,20,NA,NA,34263,7.7,NA,18.3,53,7.91,NA,NA,NA,NA,NA,NA
D41A,9/17/2010,9:35,,NA,mostly clouddy and cool,NA,15,NA,NA,NA,1.69,0.44,NA,NA,0.08,NA,NA,NA,14100,0.34,NA,NA,0.2,NA,0.09,0.12,7.6,25060,29,6,0.4,10.1,100,NA,NA,38489,7.5,NA,19.4,7.2,7.98,NA,NA,NA,NA,NA,NA
D41A,10/18/2010,8:40,,NA,partly cloudy and warm with medium winds,NA,10,NA,NA,NA,1.83,0.48,NA,NA,0.07,NA,NA,NA,13300,0.32,NA,NA,0.2,NA,0.08,0.13,8.2,24520,26,12,0.3,5.8,96,NA,NA,36935,7.3,NA,17.3,5.6,7.92,NA,NA,NA,NA,NA,NA
D41A,11/17/2010,9:10,,NA,"mostly sunny and clear, no wind",NA,NA,NA,NA,NA,2.72,0.21,NA,NA,0.1,NA,NA,NA,13300,0.38,NA,NA,0.2,NA,0.07,0.12,7,23660,22,5,0.4,8,68,NA,NA,37332,7.6,NA,15.6,10,7.98,NA,NA,NA,NA,NA,NA
D41A,12/17/2010,9:00,,NA,Cold and raining with medium winds,NA,15,NA,NA,NA,1.07,0.62,NA,NA,0.15,NA,NA,NA,11600,0.41,NA,NA,0.2,NA,0.06,0.11,7.4,20880,41,13,0.5,12.2,50,NA,NA,33033,8.8,NA,11.6,14,7.89,NA,NA,NA,NA,NA,NA
D41A,1/19/2011,10:35,,Did not do San Pablo Loop. Too shallow.,"mostly sunny, cool, light wind (<5 mph)",NA,NA,NA,NA,NA,1.48,0.38,NA,NA,0.1,NA,220,NA,9930,0.32,0.6,0.6,0.2,NA,0.05,0.08,9.4,17500,31,10,0.4,9.2,60,NA,NA,28797,8.9,NA,10.7,11.8,7.99,NA,NA,NA,NA,NA,NA
D41A,2/16/2011,9:45,,Fluoroprobe restarted at Station D8 (10:30 AM) 12/14/11,"mostly cloudy and cool w/ medium winds, some ligth rain",NA,15,NA,NA,NA,1.8,1.93,NA,NA,0.08,NA,219,NA,10600,0.38,ND,0.8,0.1,NA,0.06,0.19,11.2,18820,113,23,0.5,9.3,24,NA,NA,30746,8.8,NA,11.7,41.5,7.9,NA,NA,NA,NA,NA,NA
D41A,3/16/2011,7:30,,NA,overcast and cool with medium winds (8-10 mph),NA,NA,NA,NA,NA,2.02,1.14,NA,NA,0.09,NA,156,NA,6730,0.36,1.8,1.9,0.3,NA,0.05,0.1,12.1,12650,47,10,0.5,7.7,40,NA,NA,20439,9,NA,13.1,19,7.85,NA,NA,NA,NA,NA,NA
D41A,4/15/2011,9:40,,NA,mostly cloudy and warm w/ light winds,NA,9,NA,NA,NA,5.37,2.38,NA,NA,0.04,NA,107,NA,4680,0.21,1.9,2.2,0.2,NA,0.05,0.14,12.7,8710,78,15,0.5,4,36,NA,NA,14816,8.8,NA,14,28.6,7.75,NA,NA,NA,NA,NA,NA
D41A,5/16/2011,10:30,,NA,mostly overcast and cool (12-15 mph),NA,NA,NA,NA,NA,5.04,2.42,NA,NA,0.04,NA,155,NA,7120,0.24,1.1,1.3,0.2,NA,0.06,0.16,9.2,14690,111,20,0.5,6.9,20,NA,NA,20397,8.5,NA,15.4,50.7,7.96,NA,NA,NA,NA,NA,NA
D41A,6/10/2011,7:25,,NA,partly overcast and cool with medium winds,NA,14,NA,NA,NA,1.88,3.79,NA,NA,0.08,NA,107,NA,5240,0.19,1.3,1.8,0.2,NA,0.05,0.19,10.2,9530,144,23,0.5,6.8,16,NA,NA,16152,8.7,NA,16.8,48.5,7.92,NA,NA,NA,NA,NA,NA
D41A,7/12/2011,9:35,,NA,partly cloudy and cool,NA,10,NA,NA,NA,5.15,1.94,NA,NA,0.03,NA,166,NA,7850,0.25,ND,ND,0.2,NA,0.07,0.16,10,13990,98,23,0.5,6.9,20,NA,NA,23167,8,NA,19.1,52.3,7.89,NA,NA,NA,NA,NA,NA
D41A,8/25/2011,10:15,,Bloom observed in area near station. Elevated flourescense values,"High fog, cool w/ light winds",NA,8,NA,NA,NA,3.57,0.75,NA,NA,ND,NA,255,NA,11100,0.28,ND,ND,0.2,NA,0.08,0.12,8.4,20360,33,5,0.3,7.3,80,NA,NA,31652,8.1,NA,20.3,6.8,8.03,NA,NA,NA,NA,NA,NA
D41A,9/23/2011,9:05,,Distinct smell at D41A. Smells like fertilizer. Nick says it smells like dead fish. Seagulls observed eating what looks like dead fish.,partly overcast and warm w/ light wind,NA,NA,NA,NA,NA,3.66,0.99,NA,NA,ND,NA,220,NA,10600,0.18,ND,ND,0.2,NA,0.05,0.12,8.9,19940,33,8,0.3,7.6,112,NA,NA,30761,7.5,NA,20.2,11.5,8.1,NA,NA,NA,NA,NA,NA
D41A,10/21/2011,8:00,,NA,Mostly sunny and clear with light winds,NA,6,NA,NA,NA,1.98,1.04,NA,NA,0.04,NA,202,NA,10300,0.22,ND,ND,0.1,NA,0.07,0.12,8.9,18740,41,8,0.4,7.9,76,NA,NA,30817,7.8,NA,18.3,14,8.09,NA,NA,NA,NA,NA,NA
D41A,11/22/2011,9:30,,NA,Mostly cloudy and cool with a light breeze,NA,NA,NA,NA,NA,2.48,1.13,NA,NA,0.12,NA,268,NA,12200,0.27,ND,ND,0.1,NA,0.07,0.16,9,22800,78,13,0.4,9.5,56,NA,NA,35046,8.3,NA,13.2,23,7.94,NA,NA,NA,NA,NA,NA
D41A,12/21/2011,9:00,,NA,"Partly foggy, cold, calm",NA,NA,NA,NA,NA,1.07,0.73,NA,NA,0.14,NA,244,NA,12400,0.33,0.7,0.7,0.1,NA,0.06,0.14,5.8,23180,59,13,0.4,12,52,NA,NA,36117,8.7,NA,10.3,20.9,7.85,NA,NA,NA,NA,NA,NA
D41A,1/23/2012,10:45,,NA,"cloudy, cool, light wind",NA,6,NA,NA,NA,1.99,1.51,NA,NA,0.16,NA,246,NA,12300,0.36,0.8,0.8,0.2,NA,0.06,0.16,6.4,22300,91,22,0.6,12.1,28,NA,NA,35139,9.4,NA,10.1,41.2,8.03,NA,NA,NA,NA,NA,NA
D41A,2/17/2012,8:05,,NA,"Sunny and hazy, cool, calm",NA,NA,NA,NA,NA,1.99,0.69,NA,NA,0.15,NA,226,NA,10400,0.44,1.7,1.2,0.2,NA,0.06,0.11,10.5,19340,24,5,0.5,11.5,60,NA,NA,30516,8.9,NA,11.3,8.8,7.87,NA,NA,NA,NA,NA,NA
D41A,3/20/2012,10:05,,NA,"cloudy, cool, calm.",NA,NA,NA,NA,NA,2.33,1.39,NA,NA,0.13,NA,169,NA,7940,0.56,2,2.1,0.5,NA,0.08,0.14,9.8,14920,61,9,0.7,7,36,NA,NA,23528,9.05,NA,12.5,28.8,7.94,NA,NA,NA,NA,NA,NA
D41A,4/17/2012,9:30,,NA,"overcast, cool, light breeze",NA,NA,NA,NA,NA,2.88,2.06,NA,NA,0.09,NA,152,NA,6930,0.48,1.9,2.2,0.2,NA,0.07,0.15,10.2,12640,61,16,0.6,6.1,40,NA,NA,21471,8.6,NA,14.8,40.1,7.95,NA,NA,NA,NA,NA,NA
D41A,5/16/2012,8:55,,NA,overcast and cool with medium winds,NA,NA,NA,NA,NA,4.03,1.98,NA,NA,0.05,NA,201,NA,9940,0.28,1,0.9,0.3,NA,0.06,0.18,9.4,17880,81,22,0.6,4.9,40,NA,NA,28234,7.9,NA,17.7,38.4,7.76,NA,NA,NA,NA,NA,NA
D41A,6/15/2012,9:25,,NA,Mostly sunny and clear with medium winds,NA,10,NA,NA,NA,1.77,2.7,NA,NA,0.09,NA,263,NA,12800,0.44,0.5,1,0.1,NA,0.08,0.25,7.6,23120,188,32,0.6,6.6,16,NA,NA,36255,7.5,NA,18.3,95.3,7.86,NA,NA,NA,NA,NA,NA
D41A,7/13/2012,8:55,,NA,"High fog bank, rough seas",NA,21,NA,NA,NA,2.91,3.48,NA,NA,0.07,NA,258,NA,12200,0.47,1,1.7,0.2,NA,0.1,0.44,9.6,22800,342,64,1.1,6.7,20,NA,NA,35160,7.5,NA,19.1,103.2,7.91,NA,NA,NA,NA,NA,NA
