LongStationName,StationNumber,SampleCode,CollectionDate,Analyte,Result,SampleType
Steamboat Slough,B9S81131386,CF1122B1229,2022-11-17 10:30:00,Field Dissolved Oxygen,10.48,Normal Sample
Steamboat Slough,B9S81131386,CF1122B1229,2022-11-17 10:30:00,Field Specific Conductance,157.2,Normal Sample
Steamboat Slough,B9S81131386,CF1122B1229,2022-11-17 10:30:00,Field Turbidity,1.26,Normal Sample
Steamboat Slough,B9S81131386,CF1122B1229,2022-11-17 10:30:00,Field Water Temperature,11.549,Normal Sample
Steamboat Slough,B9S81131386,CF1122B1229,2022-11-17 10:30:00,Field pH,7.76,Normal Sample
Steamboat Slough,B9S81131386,CF1222B1620,2022-12-20 10:29:00,Field Dissolved Oxygen,9.98,Normal Sample
Steamboat Slough,B9S81131386,CF1222B1620,2022-12-20 10:29:00,Field Specific Conductance,177.3,Normal Sample
Steamboat Slough,B9S81131386,CF1222B1620,2022-12-20 10:29:00,Field Turbidity,6.72,Normal Sample
Steamboat Slough,B9S81131386,CF1222B1620,2022-12-20 10:29:00,Field Water Temperature,8.06,Normal Sample
Steamboat Slough,B9S81131386,CF1222B1620,2022-12-20 10:29:00,Field pH,7.29,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0222B0237,2022-02-02 10:45:00,Field Dissolved Oxygen,10.9,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0222B0237,2022-02-02 10:45:00,Field Specific Conductance,601,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0222B0237,2022-02-02 10:45:00,Field Turbidity,3.46,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0222B0237,2022-02-02 10:45:00,Field Water Temperature,9.915,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0222B0237,2022-02-02 10:45:00,Field pH,7.82,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0322B0328,2022-03-08 12:50:00,Field Dissolved Oxygen,10.28,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0322B0328,2022-03-08 12:50:00,Field Specific Conductance,465.6,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0322B0328,2022-03-08 12:50:00,Field Turbidity,2.04,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0322B0328,2022-03-08 12:50:00,Field Water Temperature,13.515,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0322B0328,2022-03-08 12:50:00,Field pH,7.84,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0422B0429,2022-04-05 10:05:00,Field Dissolved Oxygen,8.85,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0422B0429,2022-04-05 10:05:00,Field Specific Conductance,435.9,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0422B0429,2022-04-05 10:05:00,Field Turbidity,2.64,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0422B0429,2022-04-05 10:05:00,Field Water Temperature,17.689,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0422B0429,2022-04-05 10:05:00,Field pH,7.6,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0522B0577,2022-05-04 10:17:00,Field Dissolved Oxygen,9.29,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0522B0577,2022-05-04 10:17:00,Field Specific Conductance,393.8,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0522B0577,2022-05-04 10:17:00,Field Turbidity,1.89,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0522B0577,2022-05-04 10:17:00,Field Water Temperature,18.655,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0522B0577,2022-05-04 10:17:00,Field pH,8.05,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0622B0642,2022-06-02 09:12:00,Field Dissolved Oxygen,7.41,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0622B0642,2022-06-02 09:12:00,Field Specific Conductance,386.1,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0622B0642,2022-06-02 09:12:00,Field Turbidity,2.64,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0622B0642,2022-06-02 09:12:00,Field Water Temperature,22.092,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0622B0642,2022-06-02 09:12:00,Field pH,7.57,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0722B0748,2022-07-05 11:46:00,Field Dissolved Oxygen,7.53,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0722B0748,2022-07-05 11:46:00,Field Specific Conductance,532,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0722B0748,2022-07-05 11:46:00,Field Turbidity,3.17,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0722B0748,2022-07-05 11:46:00,Field Water Temperature,23.911,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0722B0748,2022-07-05 11:46:00,Field pH,7.57,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0822B0825,2022-08-03 09:33:00,Field Dissolved Oxygen,6.63,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0822B0825,2022-08-03 09:33:00,Field Specific Conductance,476.6,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0822B0825,2022-08-03 09:33:00,Field Turbidity,3.41,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0822B0825,2022-08-03 09:33:00,Field Water Temperature,24.83,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0822B0825,2022-08-03 09:33:00,Field pH,7.26,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0922B0949,2022-09-13 11:43:00,Field Dissolved Oxygen,6.95,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0922B0949,2022-09-13 11:43:00,Field Specific Conductance,440.6,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0922B0949,2022-09-13 11:43:00,Field Turbidity,3.34,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0922B0949,2022-09-13 11:43:00,Field Water Temperature,24.057,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF0922B0949,2022-09-13 11:43:00,Field pH,7.5,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1022B1010,2022-10-05 09:46:00,Field Dissolved Oxygen,7.16,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1022B1010,2022-10-05 09:46:00,Field Specific Conductance,479.6,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1022B1010,2022-10-05 09:46:00,Field Turbidity,1.99,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1022B1010,2022-10-05 09:46:00,Field Water Temperature,21.969,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1022B1010,2022-10-05 09:46:00,Field pH,7.49,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1122B1175,2022-11-02 10:20:00,Field Dissolved Oxygen,8.99,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1122B1175,2022-11-02 10:20:00,Field Specific Conductance,814,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1122B1175,2022-11-02 10:20:00,Field Turbidity,0.61,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1122B1175,2022-11-02 10:20:00,Field Water Temperature,15.485,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1122B1175,2022-11-02 10:20:00,Field pH,7.85,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1222B1607,2022-12-13 12:13:00,Field Dissolved Oxygen,9.82,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1222B1607,2022-12-13 12:13:00,Field Specific Conductance,580,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1222B1607,2022-12-13 12:13:00,Field Turbidity,1.27,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1222B1607,2022-12-13 12:13:00,Field Water Temperature,10.24,Normal Sample
Old River Downstream DMC Barrier,B9536500,CF1222B1607,2022-12-13 12:13:00,Field pH,7.59,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0122B0080,2022-01-05 13:05:00,Field Dissolved Oxygen,9.98,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0122B0080,2022-01-05 13:05:00,Field Specific Conductance,552,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0122B0080,2022-01-05 13:05:00,Field Turbidity,6.44,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0122B0080,2022-01-05 13:05:00,Field Water Temperature,9.003,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0122B0080,2022-01-05 13:05:00,Field pH,7.71,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0222B0236,2022-02-02 11:28:00,Field Dissolved Oxygen,10.89,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0222B0236,2022-02-02 11:28:00,Field Specific Conductance,572,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0222B0236,2022-02-02 11:28:00,Field Turbidity,4.07,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0222B0236,2022-02-02 11:28:00,Field Water Temperature,9.981,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0222B0236,2022-02-02 11:28:00,Field pH,7.69,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0322B0327,2022-03-08 09:58:00,Field Dissolved Oxygen,10.13,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0322B0327,2022-03-08 09:58:00,Field Specific Conductance,455.7,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0322B0327,2022-03-08 09:58:00,Field Turbidity,2.54,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0322B0327,2022-03-08 09:58:00,Field Water Temperature,12.97,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0322B0327,2022-03-08 09:58:00,Field pH,7.81,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0422B0428,2022-04-05 09:32:00,Field Dissolved Oxygen,8.67,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0422B0428,2022-04-05 09:32:00,Field Specific Conductance,432.3,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0422B0428,2022-04-05 09:32:00,Field Turbidity,2.97,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0422B0428,2022-04-05 09:32:00,Field Water Temperature,17.537,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0422B0428,2022-04-05 09:32:00,Field pH,7.72,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0522B0576,2022-05-04 08:15:00,Field Dissolved Oxygen,9.03,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0522B0576,2022-05-04 08:15:00,Field Specific Conductance,394.8,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0522B0576,2022-05-04 08:15:00,Field Turbidity,4.85,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0522B0576,2022-05-04 08:15:00,Field Water Temperature,18.292,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0522B0576,2022-05-04 08:15:00,Field pH,7.99,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0622B0641,2022-06-02 09:49:00,Field Dissolved Oxygen,7.27,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0622B0641,2022-06-02 09:49:00,Field Specific Conductance,384.5,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0622B0641,2022-06-02 09:49:00,Field Turbidity,2.79,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0622B0641,2022-06-02 09:49:00,Field Water Temperature,22.128,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0622B0641,2022-06-02 09:49:00,Field pH,7.51,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0722B0747,2022-07-05 12:20:00,Field Dissolved Oxygen,7.13,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0722B0747,2022-07-05 12:20:00,Field Specific Conductance,532,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0722B0747,2022-07-05 12:20:00,Field Turbidity,4.42,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0722B0747,2022-07-05 12:20:00,Field Water Temperature,23.987,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0722B0747,2022-07-05 12:20:00,Field pH,7.47,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0822B0824,2022-08-03 09:03:00,Field Dissolved Oxygen,6.83,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0822B0824,2022-08-03 09:03:00,Field Specific Conductance,456.5,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0822B0824,2022-08-03 09:03:00,Field Turbidity,5.1,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0822B0824,2022-08-03 09:03:00,Field Water Temperature,25.136,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0822B0824,2022-08-03 09:03:00,Field pH,7.24,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0922B0948,2022-09-13 10:10:00,Field Dissolved Oxygen,6.91,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0922B0948,2022-09-13 10:10:00,Field Specific Conductance,442.5,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0922B0948,2022-09-13 10:10:00,Field Turbidity,3.3,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0922B0948,2022-09-13 10:10:00,Field Water Temperature,24.115,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF0922B0948,2022-09-13 10:10:00,Field pH,7.52,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1022B1009,2022-10-05 09:12:00,Field Dissolved Oxygen,7.62,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1022B1009,2022-10-05 09:12:00,Field Specific Conductance,558,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1022B1009,2022-10-05 09:12:00,Field Turbidity,2.37,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1022B1009,2022-10-05 09:12:00,Field Water Temperature,21.876,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1022B1009,2022-10-05 09:12:00,Field pH,7.63,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1122B1174,2022-11-02 10:58:00,Field Dissolved Oxygen,9.24,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1122B1174,2022-11-02 10:58:00,Field Specific Conductance,288.5,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1122B1174,2022-11-02 10:58:00,Field Turbidity,1.2,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1122B1174,2022-11-02 10:58:00,Field Water Temperature,14.889,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1122B1174,2022-11-02 10:58:00,Field pH,7.71,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1222B1606,2022-12-13 10:13:00,Field Dissolved Oxygen,9.76,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1222B1606,2022-12-13 10:13:00,Field Specific Conductance,548,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1222B1606,2022-12-13 10:13:00,Field Turbidity,2.88,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1222B1606,2022-12-13 10:13:00,Field Water Temperature,10.148,Normal Sample
Grant Line Canal near Old River,B9D72921327,CF1222B1606,2022-12-13 10:13:00,Field pH,7.58,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0122B0157,2022-01-11 11:40:00,Field Dissolved Oxygen,8.92,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0122B0157,2022-01-11 11:40:00,Field Specific Conductance,478.1,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0122B0157,2022-01-11 11:40:00,Field Turbidity,5.46,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0122B0157,2022-01-11 11:40:00,Field Water Temperature,9.434,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0122B0157,2022-01-11 11:40:00,Field pH,7.71,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0222B0252,2022-02-08 11:11:00,Field Dissolved Oxygen,10.62,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0222B0252,2022-02-08 11:11:00,Field Specific Conductance,380.9,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0222B0252,2022-02-08 11:11:00,Field Turbidity,3.97,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0222B0252,2022-02-08 11:11:00,Field Water Temperature,10.419,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0222B0252,2022-02-08 11:11:00,Field pH,7.49,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0322B0330,2022-03-08 11:29:00,Field Dissolved Oxygen,10.21,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0322B0330,2022-03-08 11:29:00,Field Specific Conductance,432.3,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0322B0330,2022-03-08 11:29:00,Field Turbidity,2.15,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0322B0330,2022-03-08 11:29:00,Field Water Temperature,12.98,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0322B0330,2022-03-08 11:29:00,Field pH,7.74,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0422B0450,2022-04-12 10:05:00,Field Dissolved Oxygen,9.35,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0422B0450,2022-04-12 10:05:00,Field Specific Conductance,432.6,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0422B0450,2022-04-12 10:05:00,Field Turbidity,2.72,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0422B0450,2022-04-12 10:05:00,Field Water Temperature,16.219,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0422B0450,2022-04-12 10:05:00,Field pH,7.88,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0522B0594,2022-05-10 11:12:00,Field Dissolved Oxygen,9.73,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0522B0594,2022-05-10 11:12:00,Field Specific Conductance,416.6,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0522B0594,2022-05-10 11:12:00,Field Turbidity,1.5,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0522B0594,2022-05-10 11:12:00,Field Water Temperature,17.492,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0522B0594,2022-05-10 11:12:00,Field pH,7.99,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0622B0655,2022-06-06 10:19:00,Field Dissolved Oxygen,7.42,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0622B0655,2022-06-06 10:19:00,Field Specific Conductance,379.7,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0622B0655,2022-06-06 10:19:00,Field Turbidity,2.08,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0622B0655,2022-06-06 10:19:00,Field Water Temperature,22.527,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0622B0655,2022-06-06 10:19:00,Field pH,7.49,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0722B0758,2022-07-12 10:30:00,Field Dissolved Oxygen,6.6,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0722B0758,2022-07-12 10:30:00,Field Specific Conductance,545,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0722B0758,2022-07-12 10:30:00,Field Turbidity,3.11,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0722B0758,2022-07-12 10:30:00,Field Water Temperature,25.624,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0722B0758,2022-07-12 10:30:00,Field pH,7.42,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0822B0838,2022-08-09 09:25:00,Field Dissolved Oxygen,7.26,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0822B0838,2022-08-09 09:25:00,Field Specific Conductance,390.4,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0822B0838,2022-08-09 09:25:00,Field Turbidity,3.9,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0822B0838,2022-08-09 09:25:00,Field Water Temperature,24.137,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0822B0838,2022-08-09 09:25:00,Field pH,7.3,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0922B0951,2022-09-13 13:17:00,Field Dissolved Oxygen,7.61,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0922B0951,2022-09-13 13:17:00,Field Specific Conductance,394.5,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0922B0951,2022-09-13 13:17:00,Field Turbidity,3.56,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0922B0951,2022-09-13 13:17:00,Field Water Temperature,23.962,Normal Sample
Victoria Canal near Byron,B9D75231318,CF0922B0951,2022-09-13 13:17:00,Field pH,7.65,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1122B1192,2022-11-08 10:33:00,Field Dissolved Oxygen,9.33,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1122B1192,2022-11-08 10:33:00,Field Specific Conductance,558,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1122B1192,2022-11-08 10:33:00,Field Turbidity,1.54,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1122B1192,2022-11-08 10:33:00,Field Water Temperature,14.209,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1122B1192,2022-11-08 10:33:00,Field pH,7.7,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1222B1609,2022-12-13 11:36:00,Field Dissolved Oxygen,10.5,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1222B1609,2022-12-13 11:36:00,Field Specific Conductance,611,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1222B1609,2022-12-13 11:36:00,Field Turbidity,2.14,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1222B1609,2022-12-13 11:36:00,Field Water Temperature,9.87,Normal Sample
Victoria Canal near Byron,B9D75231318,CF1222B1609,2022-12-13 11:36:00,Field pH,7.66,Normal Sample
Middle River at Howard Road,B9D75261230,CFG0903B0274,2003-09-30 09:30:00,Field Specific Conductance,437.1,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0167,2022-01-12 12:02:00,Field Dissolved Oxygen,9.81,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0167,2022-01-12 12:02:00,Field Specific Conductance,1667,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0167,2022-01-12 12:02:00,Field Turbidity,14,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0167,2022-01-12 12:02:00,Field Water Temperature,10.448,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0167,2022-01-12 12:02:00,Field pH,8,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0223,2022-01-25 10:34:00,Field Dissolved Oxygen,12.88,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0223,2022-01-25 10:34:00,Field Specific Conductance,1500,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0223,2022-01-25 10:34:00,Field Turbidity,8.52,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0223,2022-01-25 10:34:00,Field Water Temperature,10.326,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0122B0223,2022-01-25 10:34:00,Field pH,8.34,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0222B0299,2022-02-16 14:03:00,Field Dissolved Oxygen,9.51,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0222B0299,2022-02-16 14:03:00,Field Specific Conductance,750,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0222B0299,2022-02-16 14:03:00,Field Turbidity,14.99,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0222B0299,2022-02-16 14:03:00,Field Water Temperature,12.637,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0222B0299,2022-02-16 14:03:00,Field pH,7.71,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0322B0395,2022-03-16 11:18:00,Field Dissolved Oxygen,7.33,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0322B0395,2022-03-16 11:18:00,Field Specific Conductance,978,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0322B0395,2022-03-16 11:18:00,Field Turbidity,22.42,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0322B0395,2022-03-16 11:18:00,Field Water Temperature,15.6,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0322B0395,2022-03-16 11:18:00,Field pH,7.51,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0422B0507,2022-04-20 09:46:00,Field Dissolved Oxygen,8.42,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0422B0507,2022-04-20 09:46:00,Field Specific Conductance,701,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0422B0507,2022-04-20 09:46:00,Field Turbidity,1.79,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0422B0507,2022-04-20 09:46:00,Field Water Temperature,18.343,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0422B0507,2022-04-20 09:46:00,Field pH,7.77,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0522B0621,2022-05-18 11:20:00,Field Dissolved Oxygen,8.71,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0522B0621,2022-05-18 11:20:00,Field Specific Conductance,459.8,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0522B0621,2022-05-18 11:20:00,Field Turbidity,4.58,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0522B0621,2022-05-18 11:20:00,Field Water Temperature,21.277,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0522B0621,2022-05-18 11:20:00,Field pH,7.83,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0622B0688,2022-06-15 13:35:00,Field Dissolved Oxygen,8.84,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0622B0688,2022-06-15 13:35:00,Field Specific Conductance,436.3,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0622B0688,2022-06-15 13:35:00,Field Turbidity,19,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0622B0688,2022-06-15 13:35:00,Field Water Temperature,24.115,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0622B0688,2022-06-15 13:35:00,Field pH,8,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0722B0793,2022-07-21 12:15:00,Field Dissolved Oxygen,7.14,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0722B0793,2022-07-21 12:15:00,Field Specific Conductance,957,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0722B0793,2022-07-21 12:15:00,Field Turbidity,5.05,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0722B0793,2022-07-21 12:15:00,Field Water Temperature,25.475,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0722B0793,2022-07-21 12:15:00,Field pH,7.56,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0822B0893,2022-08-17 09:41:00,Field Dissolved Oxygen,7.14,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0822B0893,2022-08-17 09:41:00,Field Specific Conductance,1041,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0822B0893,2022-08-17 09:41:00,Field Turbidity,20.4,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0822B0893,2022-08-17 09:41:00,Field Water Temperature,25.93,Normal Sample
